filename,width,height,class,xmin,ymin,xmax,ymax,
8d657f9d-5bddfc10-13b06d17-489a505c-df5d2d55.jpg,1024,852,carina,386,338,486,438,
8d657f9d-5bddfc10-13b06d17-489a505c-df5d2d55.jpg,1024,852,tip,351,219,451,319,
728ba54e-f806376b-641fb213-f018e8b4-60149648.jpg,852,1024,carina,309,312,409,412,
728ba54e-f806376b-641fb213-f018e8b4-60149648.jpg,852,1024,tip,297,163,397,263,
8ab24e5f-04b96162-41a9a985-4beb63e7-1178d2fb.jpg,1024,852,tip,436,188,536,288,
8ab24e5f-04b96162-41a9a985-4beb63e7-1178d2fb.jpg,1024,852,carina,406,364,506,464,
e25dab67-094fa5d3-c51809d3-d3adaf06-bc421a42.jpg,1024,852,carina,392,274,492,374,
e25dab67-094fa5d3-c51809d3-d3adaf06-bc421a42.jpg,1024,852,tip,390,256,490,356,
61a5c9cf-56af4be2-fd9423ba-decef1c1-166d7764.jpg,852,1024,tip,393,280,493,380,
61a5c9cf-56af4be2-fd9423ba-decef1c1-166d7764.jpg,852,1024,carina,365,372,465,472,
60c70c20-d240ba0b-a44347b8-189b2965-0e42de9c.jpg,852,1024,carina,408,411,508,511,
60c70c20-d240ba0b-a44347b8-189b2965-0e42de9c.jpg,852,1024,tip,393,267,493,367,
f33f606c-6154b034-b8f4dc5d-a0493486-1abbbf4c.jpg,1024,852,carina,378,326,478,426,
f33f606c-6154b034-b8f4dc5d-a0493486-1abbbf4c.jpg,1024,852,tip,384,164,484,264,
063d2887-4dafaa18-15fda28e-8b7cd389-f58ed225.jpg,1024,852,carina,503,266,603,366,
063d2887-4dafaa18-15fda28e-8b7cd389-f58ed225.jpg,1024,852,tip,512,88,612,188,
1cec4957-db086ba4-ba725d6b-ef061b58-19ab9a84.jpg,1024,852,tip,377,183,477,283,
1cec4957-db086ba4-ba725d6b-ef061b58-19ab9a84.jpg,1024,852,carina,380,263,480,363,
50f92200-97a448d7-802be911-9d1fda40-14926388.jpg,852,1024,carina,514,393,614,493,
50f92200-97a448d7-802be911-9d1fda40-14926388.jpg,852,1024,tip,536,192,636,292,
49433562-47428b16-5c8676bb-54d0f879-9abbb6fb.jpg,852,1024,carina,433,201,533,301,
4e254b6b-d1af83c8-472a90b4-6cf459c2-47c3a9bf.jpg,852,1024,carina,375,352,475,452,
4e254b6b-d1af83c8-472a90b4-6cf459c2-47c3a9bf.jpg,852,1024,tip,386,218,486,318,
21d04b2f-7ec5b974-e63cf212-fc295e42-fd53b6b3.jpg,1024,852,carina,475,301,575,401,
21d04b2f-7ec5b974-e63cf212-fc295e42-fd53b6b3.jpg,1024,852,tip,487,210,587,310,
b51ea9ee-93ea844a-ec8557d0-5a97abb9-2db904b2.jpg,1024,852,carina,555,298,655,398,
93022ed5-d40288ba-7919402d-a35f9f18-09641a18.jpg,852,1024,carina,366,438,466,538,
93022ed5-d40288ba-7919402d-a35f9f18-09641a18.jpg,852,1024,tip,377,249,477,349,
a1fe5d84-3123fceb-70e149ad-52cb7849-e2adb135.jpg,1024,852,carina,494,219,594,319,
a1fe5d84-3123fceb-70e149ad-52cb7849-e2adb135.jpg,1024,852,tip,488,102,588,202,
9ae50660-807ff150-c7958dfd-9703f86a-ca9c8390.jpg,917,1024,carina,451,552,551,652,
9ae50660-807ff150-c7958dfd-9703f86a-ca9c8390.jpg,917,1024,tip,491,426,591,526,
690d1af4-0690233c-25de0b37-7856830f-225f55d6.jpg,1024,852,carina,440,445,540,545,
7ffbb07b-405bc92f-dc6fe0ff-76a82374-c95380b5.jpg,911,1024,carina,432,278,532,378,
7ffbb07b-405bc92f-dc6fe0ff-76a82374-c95380b5.jpg,911,1024,tip,422,139,522,239,
8d973810-073e3ba1-85e48f90-011a0dd8-e1212104.jpg,1024,852,carina,386,283,486,383,
8d973810-073e3ba1-85e48f90-011a0dd8-e1212104.jpg,1024,852,tip,363,101,463,201,
c253bd6d-db6492d9-80149fb6-3b745585-68e77183.jpg,1024,852,carina,449,230,549,330,
c253bd6d-db6492d9-80149fb6-3b745585-68e77183.jpg,1024,852,tip,464,91,564,191,
d65011d7-43c159de-1b3489ae-725b76c9-730f3692.jpg,1024,852,carina,433,242,533,342,
3bfda00f-871cbafc-a8b2aa4a-612567cd-3d131da4.jpg,829,1024,carina,319,380,419,480,
3bfda00f-871cbafc-a8b2aa4a-612567cd-3d131da4.jpg,829,1024,tip,313,269,413,369,
24fe1e02-3743dadc-5ea4d47d-395a8dde-4bc4ac95.jpg,852,1024,carina,355,399,455,499,
24fe1e02-3743dadc-5ea4d47d-395a8dde-4bc4ac95.jpg,852,1024,tip,381,214,481,314,
1b251884-e12927a7-a2b8a100-70610201-7d389770.jpg,852,1024,carina,381,301,481,401,
1b251884-e12927a7-a2b8a100-70610201-7d389770.jpg,852,1024,tip,390,151,490,251,
50dd0d94-47caeea5-bb6bc45c-8fd3bf74-d5d3a069.jpg,1024,843,tip,470,202,570,302,
50dd0d94-47caeea5-bb6bc45c-8fd3bf74-d5d3a069.jpg,1024,843,carina,443,367,543,467,
7d608590-e13298ba-d7e2c0f0-da9a06cd-8e20f78d.jpg,1024,852,carina,475,299,575,399,
7d608590-e13298ba-d7e2c0f0-da9a06cd-8e20f78d.jpg,1024,852,tip,476,277,576,377,
f7bb973f-f279e476-e56c550c-a5560863-861b8b27.jpg,1024,852,carina,443,346,543,446,
f7bb973f-f279e476-e56c550c-a5560863-861b8b27.jpg,1024,852,tip,464,210,564,310,
6f96e9a7-68ccf741-88fe806a-5627a5c6-69612fd2.jpg,1024,852,carina,576,456,676,556,
6f96e9a7-68ccf741-88fe806a-5627a5c6-69612fd2.jpg,1024,852,tip,606,283,706,383,
36d1bc8b-5bd2fcf1-f8c13820-91412ebd-fccd74fa.jpg,1024,852,tip,586,144,686,244,
36d1bc8b-5bd2fcf1-f8c13820-91412ebd-fccd74fa.jpg,1024,852,carina,559,307,659,407,
39cefdbf-02a85e10-754d9386-b6261d85-f6bdf4d7.jpg,852,1024,carina,350,346,450,446,
39cefdbf-02a85e10-754d9386-b6261d85-f6bdf4d7.jpg,852,1024,tip,333,187,433,287,
85678f0f-e20ef06a-92fcccff-5b9025f6-0408b3a3.jpg,1024,852,carina,502,337,602,437,
85678f0f-e20ef06a-92fcccff-5b9025f6-0408b3a3.jpg,1024,852,tip,526,182,626,282,
0fc2d2eb-c0a5da0c-df26707e-17925489-968de655.jpg,852,1024,carina,431,350,531,450,
0fc2d2eb-c0a5da0c-df26707e-17925489-968de655.jpg,852,1024,tip,446,211,546,311,
586f79a6-0cc60df9-c1d0f905-5a978f8d-ae8a77a0.jpg,852,1024,carina,288,218,388,318,
586f79a6-0cc60df9-c1d0f905-5a978f8d-ae8a77a0.jpg,852,1024,tip,274,22,374,122,
7a8ef6b1-1a466481-8715f746-df646a7a-e9361f0d.jpg,852,1024,carina,420,292,520,392,
7a8ef6b1-1a466481-8715f746-df646a7a-e9361f0d.jpg,852,1024,tip,419,148,519,248,
462f7585-70984788-7ef079c4-c4945940-363a2f25.jpg,1024,859,carina,466,297,566,397,
462f7585-70984788-7ef079c4-c4945940-363a2f25.jpg,1024,859,tip,458,229,558,329,
afc5e81b-546fd535-a7999fe9-fbe59b63-a509880b.jpg,1024,852,carina,404,215,504,315,
afc5e81b-546fd535-a7999fe9-fbe59b63-a509880b.jpg,1024,852,tip,387,54,487,154,
6b20e675-62c97e02-0e806678-9588dcbe-401a99ec.jpg,1024,852,carina,267,108,367,208,
51b8af66-810bb802-1f142b67-8b07c4fb-3fc1efc5.jpg,1024,852,carina,479,399,579,499,
51b8af66-810bb802-1f142b67-8b07c4fb-3fc1efc5.jpg,1024,852,tip,488,236,588,336,
cc19907f-43291657-91fd81f8-d04b8420-d6bee7f9.jpg,1024,852,carina,521,411,621,511,
cc19907f-43291657-91fd81f8-d04b8420-d6bee7f9.jpg,1024,852,tip,499,238,599,338,
247125c4-d3771619-d3f0f316-f696f8c7-c66bc0b7.jpg,852,1024,carina,225,176,325,276,
247125c4-d3771619-d3f0f316-f696f8c7-c66bc0b7.jpg,852,1024,tip,224,0,324,88,
1c16a8ad-6ceaef03-4e80eaff-e87107bd-f027a3c3.jpg,1024,852,carina,491,178,591,278,
c0749f11-ba4ccc9a-b61bba8c-a83253c7-710744a5.jpg,944,1024,carina,436,393,536,493,
c0749f11-ba4ccc9a-b61bba8c-a83253c7-710744a5.jpg,944,1024,tip,454,189,554,289,
9699a985-848721d7-27714e3a-56f29302-9aff7e66.jpg,852,1024,carina,361,375,461,475,
9699a985-848721d7-27714e3a-56f29302-9aff7e66.jpg,852,1024,tip,348,230,448,330,
391d427f-3d1c8521-80f82706-6237aa89-1aa780d2.jpg,1024,852,carina,479,364,579,464,
391d427f-3d1c8521-80f82706-6237aa89-1aa780d2.jpg,1024,852,tip,512,183,612,283,
4ffa01c1-2ba0660c-af6e199a-f2b276d4-e022c5e3.jpg,1024,852,carina,400,200,500,300,
4ffa01c1-2ba0660c-af6e199a-f2b276d4-e022c5e3.jpg,1024,852,tip,445,28,545,128,
3b9e02e8-8f37edd1-e11fffbc-746f6ff2-086b0ccc.jpg,1024,877,carina,488,368,588,468,
3b9e02e8-8f37edd1-e11fffbc-746f6ff2-086b0ccc.jpg,1024,877,tip,436,189,536,289,
df467ec9-d7fa1171-72d74197-7e606837-24e79b86.jpg,1024,852,carina,472,238,572,338,
df467ec9-d7fa1171-72d74197-7e606837-24e79b86.jpg,1024,852,tip,479,76,579,176,
c5c8abec-05c2d422-f75cf96f-137231c3-7a8d2755.jpg,852,1024,carina,335,372,435,472,
c5c8abec-05c2d422-f75cf96f-137231c3-7a8d2755.jpg,852,1024,tip,326,211,426,311,
6c7ecd09-2a66c768-26b1a80e-445bb37a-4fbcdd38.jpg,1024,852,carina,512,368,612,468,
6c7ecd09-2a66c768-26b1a80e-445bb37a-4fbcdd38.jpg,1024,852,tip,500,177,600,277,
54c004ca-8f7db375-ee8cd288-e3dffada-89bc05dd.jpg,1024,852,carina,518,200,618,300,
54c004ca-8f7db375-ee8cd288-e3dffada-89bc05dd.jpg,1024,852,tip,484,0,584,91,
e0230c6c-6170413d-f3f25567-63fc2e33-8dc7ca2a.jpg,852,1024,carina,497,258,597,358,
1ba3eaa3-995ce4e2-808aafbd-af99084f-c8254a8e.jpg,1024,852,carina,433,400,533,500,
1ba3eaa3-995ce4e2-808aafbd-af99084f-c8254a8e.jpg,1024,852,tip,454,222,554,322,
7960463e-c4b9bb25-16b4f2b5-5a8734da-278bc437.jpg,883,1024,carina,356,350,456,450,
7960463e-c4b9bb25-16b4f2b5-5a8734da-278bc437.jpg,883,1024,tip,380,167,480,267,
5621f324-11b1e818-ecf9dad6-068a00ab-548847b7.jpg,1024,852,carina,448,447,548,547,
5621f324-11b1e818-ecf9dad6-068a00ab-548847b7.jpg,1024,852,tip,487,269,587,369,
cd5945a4-198422c0-001ffcb5-462ea928-4e7356ff.jpg,1024,852,carina,469,253,569,353,
cd5945a4-198422c0-001ffcb5-462ea928-4e7356ff.jpg,1024,852,tip,484,225,584,325,
c879f1e0-d297bf5d-806095b1-3cca6742-6692e24d.jpg,1024,852,carina,506,260,606,360,
0fec9336-25048769-96c0b8df-2b9f638c-213d1367.jpg,1024,934,carina,476,290,576,390,
0fec9336-25048769-96c0b8df-2b9f638c-213d1367.jpg,1024,934,tip,504,69,604,169,
ae671b39-9aa22f7a-23bdfa99-081422a0-a0a9b1c3.jpg,852,1024,carina,330,274,430,374,
ae671b39-9aa22f7a-23bdfa99-081422a0-a0a9b1c3.jpg,852,1024,tip,323,115,423,215,
937c8a13-f2111e4e-df090b6f-72fe7e45-5ba65494.jpg,1024,852,carina,506,274,606,374,
937c8a13-f2111e4e-df090b6f-72fe7e45-5ba65494.jpg,1024,852,tip,523,91,623,191,
f6f753d2-d0bc6bfc-69cf2f2c-dbf17eba-60ee21bd.jpg,1024,852,carina,377,331,477,431,
f6f753d2-d0bc6bfc-69cf2f2c-dbf17eba-60ee21bd.jpg,1024,852,tip,430,153,530,253,
6f452636-a1ff96f0-ebdd65a3-6bb37850-ad6e1b16.jpg,852,1024,carina,288,370,388,470,
6f452636-a1ff96f0-ebdd65a3-6bb37850-ad6e1b16.jpg,852,1024,tip,286,187,386,287,
366c7c22-a67ea18f-e317b3fb-9d8fdb4a-ca2ff360.jpg,1024,898,carina,449,334,549,434,
366c7c22-a67ea18f-e317b3fb-9d8fdb4a-ca2ff360.jpg,1024,898,tip,490,175,590,275,
a110bd09-6766e761-4cca8b15-2873ad28-2307190a.jpg,1024,852,carina,442,353,542,453,
a110bd09-6766e761-4cca8b15-2873ad28-2307190a.jpg,1024,852,tip,454,314,554,414,
98de79c4-d0b9466d-202dbbcd-481c14d6-4ae729ba.jpg,1024,852,carina,499,287,599,387,
98de79c4-d0b9466d-202dbbcd-481c14d6-4ae729ba.jpg,1024,852,tip,516,213,616,313,
091de0ec-cea1c054-c4b00082-554b0741-98c26076.jpg,852,1024,carina,339,370,439,470,
091de0ec-cea1c054-c4b00082-554b0741-98c26076.jpg,852,1024,tip,348,261,448,361,
6c9884a4-97475140-1e561c66-1b59449c-005985f8.jpg,852,1024,carina,391,444,491,544,
6c9884a4-97475140-1e561c66-1b59449c-005985f8.jpg,852,1024,tip,447,335,547,435,
959a2bca-5e606eb2-c3543c80-a99a4bac-b03c4502.jpg,1024,852,carina,419,331,519,431,
959a2bca-5e606eb2-c3543c80-a99a4bac-b03c4502.jpg,1024,852,tip,437,171,537,271,
183567f0-268a49db-5e931840-4d7bc194-a033b4aa.jpg,852,1024,carina,319,377,419,477,
183567f0-268a49db-5e931840-4d7bc194-a033b4aa.jpg,852,1024,tip,337,196,437,296,
f0753a5c-4eeb4a70-7df01c46-a4be26a8-9da539f2.jpg,1024,852,carina,406,382,506,482,
f0753a5c-4eeb4a70-7df01c46-a4be26a8-9da539f2.jpg,1024,852,tip,410,203,510,303,
65a2f615-3d2088b8-e1297f47-cab1c5b7-c7482bde.jpg,1024,852,carina,469,405,569,505,
65a2f615-3d2088b8-e1297f47-cab1c5b7-c7482bde.jpg,1024,852,tip,466,212,566,312,
1e8fa7a4-98c7af24-42ef40a6-724884bb-d91ded68.jpg,1024,852,carina,573,263,673,363,
1e8fa7a4-98c7af24-42ef40a6-724884bb-d91ded68.jpg,1024,852,tip,597,116,697,216,
484c7f81-e234cf47-7fdf63b2-1de61dee-3f05ae9e.jpg,1024,893,carina,362,464,462,564,
484c7f81-e234cf47-7fdf63b2-1de61dee-3f05ae9e.jpg,1024,893,carina,401,284,501,384,
8590fa59-037b573b-a94c60ef-c42cff25-b0a7868c.jpg,852,1024,carina,390,353,490,453,
9723b869-58d0c5fc-67e73761-3b6373ae-1f064b32.jpg,951,1024,carina,410,315,510,415,
9723b869-58d0c5fc-67e73761-3b6373ae-1f064b32.jpg,951,1024,tip,423,138,523,238,
ab4af6d6-7e4f01e9-c46e84db-744a6ee1-840ec3f6.jpg,1024,852,tip,493,186,593,286,
ab4af6d6-7e4f01e9-c46e84db-744a6ee1-840ec3f6.jpg,1024,852,carina,451,347,551,447,
2507d62b-80c9c98e-e620438a-9e5f15e0-b881b5d1.jpg,852,1024,carina,400,599,500,699,
2507d62b-80c9c98e-e620438a-9e5f15e0-b881b5d1.jpg,852,1024,tip,341,353,441,453,
8200b809-8c57ccae-27b46587-9590c569-983e5afa.jpg,1024,852,carina,401,293,501,393,
8200b809-8c57ccae-27b46587-9590c569-983e5afa.jpg,1024,852,tip,418,110,518,210,
cc6591d9-815fa189-6e7e767d-b568664b-afdfd7c2.jpg,852,1024,carina,433,402,533,502,
cc6591d9-815fa189-6e7e767d-b568664b-afdfd7c2.jpg,852,1024,tip,457,229,557,329,
a4f16d9d-11795ee6-56e830e1-d45efe98-ba5c523f.jpg,1024,852,carina,395,259,495,359,
a4f16d9d-11795ee6-56e830e1-d45efe98-ba5c523f.jpg,1024,852,tip,362,85,462,185,
d9fc5916-cedbb3c2-0c5b3f46-bb27da4a-f6042c29.jpg,1024,857,carina,429,326,529,426,
d9fc5916-cedbb3c2-0c5b3f46-bb27da4a-f6042c29.jpg,1024,857,tip,416,174,516,274,
6e2875b6-3a7ffd84-26bac9b6-98f2ac23-8cb80778.jpg,1024,852,carina,451,284,551,384,
6e2875b6-3a7ffd84-26bac9b6-98f2ac23-8cb80778.jpg,1024,852,tip,496,76,596,176,
5be40685-503c6280-b696131d-004af1ca-552bab50.jpg,852,1024,carina,295,203,395,303,
5be40685-503c6280-b696131d-004af1ca-552bab50.jpg,852,1024,tip,317,15,417,115,
8039ae94-003f5ce9-ed092ff8-1743763c-3a009921.jpg,872,1024,carina,412,274,512,374,
8039ae94-003f5ce9-ed092ff8-1743763c-3a009921.jpg,872,1024,tip,401,87,501,187,
9c49de09-c6b41f79-94241df9-3edd45d4-6f723bb7.jpg,1024,852,carina,451,296,551,396,
9c49de09-c6b41f79-94241df9-3edd45d4-6f723bb7.jpg,1024,852,tip,449,128,549,228,
16fb648c-8ce490cd-eb81d56e-815ede2c-da93fcfe.jpg,1024,852,carina,491,231,591,331,
16fb648c-8ce490cd-eb81d56e-815ede2c-da93fcfe.jpg,1024,852,tip,491,117,591,217,
8299e89e-a434c64d-7cf5df6f-7b1f06f4-590d1317.jpg,1024,852,tip,460,363,560,463,
8299e89e-a434c64d-7cf5df6f-7b1f06f4-590d1317.jpg,1024,852,carina,481,331,581,431,
1d75d369-d4b9a39b-ada61926-d8e46053-4d497a68.jpg,1024,852,carina,416,335,516,435,
1d75d369-d4b9a39b-ada61926-d8e46053-4d497a68.jpg,1024,852,tip,406,110,506,210,
df4a651d-611d3f32-23f30bc4-571f6fcb-7a3eb3c9.jpg,852,1024,carina,375,424,475,524,
df4a651d-611d3f32-23f30bc4-571f6fcb-7a3eb3c9.jpg,852,1024,tip,371,243,471,343,
01a1cbef-a434aa7a-68aebefa-3ceca239-dc4c7908.jpg,1024,852,carina,437,328,537,428,
01a1cbef-a434aa7a-68aebefa-3ceca239-dc4c7908.jpg,1024,852,tip,436,149,536,249,
063b1c43-57a7a2d8-4451b505-b4f4f84a-0c9e553e.jpg,852,1024,carina,558,353,658,453,
063b1c43-57a7a2d8-4451b505-b4f4f84a-0c9e553e.jpg,852,1024,tip,614,171,714,271,
29e56e55-9c1618bc-18eb09dc-98125855-7bbaad69.jpg,1024,852,carina,397,334,497,434,
29e56e55-9c1618bc-18eb09dc-98125855-7bbaad69.jpg,1024,852,tip,386,207,486,307,
e003ba6f-c5d49f26-b95edf7f-a4a78165-8f809db2.jpg,1024,852,carina,454,456,554,556,
e003ba6f-c5d49f26-b95edf7f-a4a78165-8f809db2.jpg,1024,852,tip,446,272,546,372,
c45f3f0f-76a2a003-2ecae0d0-566b887f-2bdadde6.jpg,852,1024,carina,332,372,432,472,
c45f3f0f-76a2a003-2ecae0d0-566b887f-2bdadde6.jpg,852,1024,tip,325,182,425,282,
ece72bd1-e10b42e5-16f54e28-365a9b34-edf0ec09.jpg,1024,852,carina,463,374,563,474,
ece72bd1-e10b42e5-16f54e28-365a9b34-edf0ec09.jpg,1024,852,tip,467,209,567,309,
ac883b1f-7ae1566b-7409b9b6-6a6ba7e5-b575080a.jpg,1024,852,carina,454,374,554,474,
ac883b1f-7ae1566b-7409b9b6-6a6ba7e5-b575080a.jpg,1024,852,tip,491,186,591,286,
522e783d-42b40f2d-f42dd207-d9859a47-6f63670a.jpg,1024,852,carina,464,436,564,536,
522e783d-42b40f2d-f42dd207-d9859a47-6f63670a.jpg,1024,852,tip,485,278,585,378,
1da596ca-8fecf735-359187b9-6d8abc96-9f69f087.jpg,852,1024,carina,424,665,524,765,
1da596ca-8fecf735-359187b9-6d8abc96-9f69f087.jpg,852,1024,tip,447,486,547,586,
0dc24147-675de6b0-06ad09a5-c48695df-711ce8a3.jpg,759,1024,carina,417,511,517,611,
0dc24147-675de6b0-06ad09a5-c48695df-711ce8a3.jpg,759,1024,tip,240,545,340,645,
2c00a9f8-85370046-e8e22839-33024b66-6ea6c045.jpg,1024,852,carina,490,405,590,505,
2c00a9f8-85370046-e8e22839-33024b66-6ea6c045.jpg,1024,852,tip,500,207,600,307,
f235357f-432b8dfc-a3a7a2c6-60780556-20ce76fd.jpg,1024,852,carina,392,227,492,327,
f235357f-432b8dfc-a3a7a2c6-60780556-20ce76fd.jpg,1024,852,tip,397,119,497,219,
6973285b-dc0482df-98e27bcd-be321cf3-59032b4f.jpg,852,1024,carina,375,310,475,410,
6973285b-dc0482df-98e27bcd-be321cf3-59032b4f.jpg,852,1024,tip,373,138,473,238,
899bc69c-a2d6dfe7-fa21f51b-326b4217-bbfdc703.jpg,1024,852,carina,457,313,557,413,
899bc69c-a2d6dfe7-fa21f51b-326b4217-bbfdc703.jpg,1024,852,tip,490,155,590,255,
07135962-8b7cc07c-2ca384f3-0ddd63a1-2317f402.jpg,1024,854,carina,537,309,637,409,
07135962-8b7cc07c-2ca384f3-0ddd63a1-2317f402.jpg,1024,854,tip,567,142,667,242,
a9a4b34d-88891139-0c735ea4-76e2e4f6-150fd2da.jpg,1024,865,carina,528,334,628,434,
1dc0adaf-e5ba3a5a-c44f4ab6-4f23eec7-e5395812.jpg,1024,852,carina,433,376,533,476,
1dc0adaf-e5ba3a5a-c44f4ab6-4f23eec7-e5395812.jpg,1024,852,tip,468,202,568,302,
70aa7ad5-b0b5141a-fc142656-ef289522-2d41e420.jpg,1024,852,carina,478,549,578,649,
70aa7ad5-b0b5141a-fc142656-ef289522-2d41e420.jpg,1024,852,tip,475,364,575,464,
f0b38e50-ec03cb8d-17dbe3d8-610ef32c-ab4cda5c.jpg,1024,852,carina,439,450,539,550,
f0b38e50-ec03cb8d-17dbe3d8-610ef32c-ab4cda5c.jpg,1024,852,tip,476,191,576,291,
14d407bc-4cc68db2-a6997366-39c2caf0-172dc48f.jpg,852,1024,carina,324,399,424,499,
14d407bc-4cc68db2-a6997366-39c2caf0-172dc48f.jpg,852,1024,tip,335,229,435,329,
178be6b3-bf235a81-0f6a1f26-d8287b95-ed3806e8.jpg,852,1024,carina,267,395,367,495,
178be6b3-bf235a81-0f6a1f26-d8287b95-ed3806e8.jpg,852,1024,tip,220,207,320,307,
771cf950-6592a38f-e1766805-2a70cdf4-7f73617f.jpg,1024,941,carina,461,258,561,358,
6bc1a507-7be1c29b-d46d4ef5-b7809bd3-3e748709.jpg,852,1024,carina,366,422,466,522,
6bc1a507-7be1c29b-d46d4ef5-b7809bd3-3e748709.jpg,852,1024,tip,369,255,469,355,
b68f66f9-dd6396dd-4117d479-44c8fd2b-76f20a5b.jpg,852,1024,carina,420,259,520,359,
b68f66f9-dd6396dd-4117d479-44c8fd2b-76f20a5b.jpg,852,1024,tip,447,51,547,151,
266bb125-d1721bed-59109663-6f960064-8273266d.jpg,852,1024,carina,295,201,395,301,
266bb125-d1721bed-59109663-6f960064-8273266d.jpg,852,1024,tip,341,21,441,121,
742ee41c-5ffffff2-71cb66f6-2048d64b-87247261.jpg,852,1024,carina,306,361,406,461,
742ee41c-5ffffff2-71cb66f6-2048d64b-87247261.jpg,852,1024,tip,296,149,396,249,
b265fa8e-0ad13d9d-1c7408ad-1dbccffe-0fb3247e.jpg,852,1024,carina,348,321,448,421,
6ef2ef87-24b38681-65d7e9bf-50a443bf-2c763a16.jpg,1024,852,carina,484,477,584,577,
6ef2ef87-24b38681-65d7e9bf-50a443bf-2c763a16.jpg,1024,852,tip,472,221,572,321,
49786118-88ebb644-10d8f53f-b0520b76-7068cf9b.jpg,852,1024,carina,346,395,446,495,
49786118-88ebb644-10d8f53f-b0520b76-7068cf9b.jpg,852,1024,tip,386,247,486,347,
4058a4d6-2b685299-84e027b6-a3d790c8-c241b31e.jpg,1024,852,carina,421,334,521,434,
4058a4d6-2b685299-84e027b6-a3d790c8-c241b31e.jpg,1024,852,tip,434,192,534,292,
ba71c640-b41f40e7-bde5861b-9271b650-f598a31c.jpg,852,1024,carina,457,377,557,477,
ba71c640-b41f40e7-bde5861b-9271b650-f598a31c.jpg,852,1024,tip,460,191,560,291,
57fd906e-eb9607e0-5db4bc58-5338e302-68793ace.jpg,852,1024,carina,417,397,517,497,
